id	filename	md5	size	state
0007888f-8d96-4c01-8251-7fef6cc71596	0007888f-8d96-4c01-8251-7fef6cc71596/88215dd0-5841-44f1-9393-eefd8238cbb3.rna_seq.augmented_star_gene_counts.tsv	3189bb6c7ba67fa9902beafe76dbdf8e	4239705	validated
00d6b6a9-179f-4b2a-826f-f8326197b17d	00d6b6a9-179f-4b2a-826f-f8326197b17d/9c56eacc-c71b-48b5-8747-008fd1105f89.rna_seq.augmented_star_gene_counts.tsv	c48c9f2fee27454c421bf0e80da9cc1a	4235002	validated
1eb0b91c-4ccb-4546-a6f2-ead7fbac895b	1eb0b91c-4ccb-4546-a6f2-ead7fbac895b/74736985-64dc-4a89-a54c-394d95b7f33a.rna_seq.augmented_star_gene_counts.tsv	b2c823e094dfd04623e3b3e5ef39b54b	4235655	validated
1f6b1941-b72a-4446-95c0-a6878c861d20	1f6b1941-b72a-4446-95c0-a6878c861d20/ddf5f6f4-dbba-4262-b2db-cfda13f2afcc.rna_seq.augmented_star_gene_counts.tsv	a7ce317d714050ce7dde33bbd95f42d9	4225102	validated
21e42b51-03fd-4ca7-bd14-7fa4a90d15a1	21e42b51-03fd-4ca7-bd14-7fa4a90d15a1/927948e6-ee98-4efc-a1b9-8c066a576bd3.rna_seq.augmented_star_gene_counts.tsv	0ef6cfc251b5f8793b15834a21c5115a	4247264	validated
239beca7-7156-47aa-8f06-aebf31c17621	239beca7-7156-47aa-8f06-aebf31c17621/3a8026d4-4092-44d1-9ab9-55d6e47b3bfa.rna_seq.augmented_star_gene_counts.tsv	121bb50f4eb9464832c39ecb51618624	4244462	validated
3282555f-203c-4690-9dc8-d78aa6859782	3282555f-203c-4690-9dc8-d78aa6859782/dd80ed79-1dda-4fb7-adc9-27a255bb2dad.rna_seq.augmented_star_gene_counts.tsv	9912f70e7e3adff322fcc08c639d2ff9	4250517	validated
3599d990-807a-446a-a52b-239eb8a27b59	3599d990-807a-446a-a52b-239eb8a27b59/4b66b775-0381-427c-bb5d-daa1eaa01f01.rna_seq.augmented_star_gene_counts.tsv	27e348d36dffa9ec029b248a8a685d33	4250846	validated
37fda842-c00d-4737-a56d-33ff47b21190	37fda842-c00d-4737-a56d-33ff47b21190/c1c5e2e8-cbab-42f4-849c-ce3c0a66a39f.rna_seq.augmented_star_gene_counts.tsv	e45c7f0ac0ea7d6191b76f5718707fb4	4231622	validated
457ea661-5291-418b-abfb-c08ddefeeaff	457ea661-5291-418b-abfb-c08ddefeeaff/fa1f9327-df9a-499f-bc56-c49088417617.rna_seq.augmented_star_gene_counts.tsv	d3f67926f18827cdb1b379fc2c2cc386	4241664	validated
45fe053e-1dd0-401b-baac-f1e20a5aa1bd	45fe053e-1dd0-401b-baac-f1e20a5aa1bd/9f470e3e-610b-4caf-b4fe-c171893b2340.rna_seq.augmented_star_gene_counts.tsv	9d5bfacbc6894555f9eb3b3013ed933a	4222514	validated
46a9d30b-088c-4c0b-b161-07c4699272a1	46a9d30b-088c-4c0b-b161-07c4699272a1/2ee0b31d-a045-4746-b815-f6c1acc387b9.rna_seq.augmented_star_gene_counts.tsv	d5b3a81fcdee8ef672d21016a4e0f7ca	4248084	validated
48f059f3-2347-49a5-85f8-cbcebb837229	48f059f3-2347-49a5-85f8-cbcebb837229/9394dfcc-2fa9-4797-84cf-e837efe7dbdf.rna_seq.augmented_star_gene_counts.tsv	74aada5bf6825696964969124adb58e6	4256102	validated
4a01d087-651c-48c1-81d1-e044fc3a0160	4a01d087-651c-48c1-81d1-e044fc3a0160/2a1c5f9c-b21d-48ac-8eaf-f43cea9a9f52.rna_seq.augmented_star_gene_counts.tsv	2f032cfe9ef8bbedad3012d0b1de36b2	4241011	validated
4fc59a1f-fe0f-4450-be83-1affc097d80b	4fc59a1f-fe0f-4450-be83-1affc097d80b/12505e9e-7b8b-4128-aecc-76b9475244bb.rna_seq.augmented_star_gene_counts.tsv	46901e646c8f752531401dfb14994a30	4245728	validated
4fe63042-da6d-4212-9fe5-3da1e4ed59e7	4fe63042-da6d-4212-9fe5-3da1e4ed59e7/c05a9c64-9835-4d4b-9c49-0910f48ea2f0.rna_seq.augmented_star_gene_counts.tsv	ce52a8d669338393ab49559446280b6b	4245921	validated
51bc3805-928f-4330-902f-c47ec1633681	51bc3805-928f-4330-902f-c47ec1633681/1d16e029-779b-4380-be73-398934423e99.rna_seq.augmented_star_gene_counts.tsv	43bad3597eb06c3b724defb458197ce4	4250042	validated
51c49fce-1043-489b-ba16-ad585a1548dd	51c49fce-1043-489b-ba16-ad585a1548dd/bba48218-5554-4ffd-9b85-f7d1c761aabb.rna_seq.augmented_star_gene_counts.tsv	87ebc14c691e44217b3172ee000b3134	4245559	validated
55623655-0757-45c7-9d8f-1cf456e9d9e3	55623655-0757-45c7-9d8f-1cf456e9d9e3/7404ca2d-6356-4576-8bdd-897b5229880e.rna_seq.augmented_star_gene_counts.tsv	ab7ffb9d39187902e0b1c49f9f54aef3	4243823	validated
55b83650-9704-4393-88f9-e3ab8bbb56ad	55b83650-9704-4393-88f9-e3ab8bbb56ad/e35f81c3-1ddc-425b-a9b0-7ccc4a54501b.rna_seq.augmented_star_gene_counts.tsv	dccf5f9ff53a3b3ca51ddba48d577096	4257599	validated
576f53df-304d-4adb-8889-652d4aadbdb3	576f53df-304d-4adb-8889-652d4aadbdb3/c51a6f0c-9e7a-4120-97b6-762ba06950d2.rna_seq.augmented_star_gene_counts.tsv	6c91af19392642a26d3325b09c1a844c	4240383	validated
57ef12cf-3c0e-49ce-9075-9ae9d74ba64f	57ef12cf-3c0e-49ce-9075-9ae9d74ba64f/43adcecf-c596-4e69-9c83-16d5b28f276f.rna_seq.augmented_star_gene_counts.tsv	d1ba504dd8352c3f58ab987053573823	4222831	validated
5e56857f-ebe8-4e65-8969-771c7bdac143	5e56857f-ebe8-4e65-8969-771c7bdac143/143942e6-b66a-4103-ba3c-309f01ccabbe.rna_seq.augmented_star_gene_counts.tsv	184454bd223f2b589207080186ed0f6c	4230917	validated
5ee99daf-4603-4eee-9311-71bf350b86ab	5ee99daf-4603-4eee-9311-71bf350b86ab/c5e68a3a-8343-4021-9efb-16d960f33bca.rna_seq.augmented_star_gene_counts.tsv	2f72fa7a521e8271ea3934b2788356ad	4255896	validated
61831e68-f9a1-461a-ba2c-0516dcf6c257	61831e68-f9a1-461a-ba2c-0516dcf6c257/c4e1b313-1f10-445d-ac48-38b291fb103c.rna_seq.augmented_star_gene_counts.tsv	dad1950c16cc8b8ef737cc89f810966d	4239136	validated
7b5b106c-5804-4e0b-90a0-b7010db10346	7b5b106c-5804-4e0b-90a0-b7010db10346/a96e0653-9649-4979-8906-2cd42ac9a640.rna_seq.augmented_star_gene_counts.tsv	a6215a4b8f111e0755dfd6b954673bc8	4234825	validated
8a3d6d97-cbdf-41ce-acc0-28248199cbab	8a3d6d97-cbdf-41ce-acc0-28248199cbab/2d6e0234-f5e1-435d-87c3-cbe59f481994.rna_seq.augmented_star_gene_counts.tsv	23e3252e6b6a9064569eff550e7b3866	4243614	validated
8c5159b9-ce05-4c68-ac8b-b22720f48d7c	8c5159b9-ce05-4c68-ac8b-b22720f48d7c/60b371e4-0fbe-4c7b-9149-14413bd62032.rna_seq.augmented_star_gene_counts.tsv	7db238f2b2978f3104dda167450bcd8e	4256878	validated
8dcab63c-9b76-4041-98d6-7b8a28052e37	8dcab63c-9b76-4041-98d6-7b8a28052e37/2b850705-12b6-4863-93b5-c08d5a20168a.rna_seq.augmented_star_gene_counts.tsv	2a85bfaef7ea00d7ae92e05b09300738	4228051	validated
9228d862-6474-4447-b8d6-fd9b0a4ceb44	9228d862-6474-4447-b8d6-fd9b0a4ceb44/2beea237-6d1c-4495-a3ef-83f7e10564be.rna_seq.augmented_star_gene_counts.tsv	efa8817e3313faf9510d7472797c1ff6	4240933	validated
95a72aff-106e-4eb3-a897-1629a4b55c55	95a72aff-106e-4eb3-a897-1629a4b55c55/9510b5cd-6ad3-4d41-96ae-4209a2b23de8.rna_seq.augmented_star_gene_counts.tsv	5b092b9a09494cdbb2d6269e5c3f198a	4219764	validated
9b0915f6-ae06-42e6-ae4b-1d5265eb7c99	9b0915f6-ae06-42e6-ae4b-1d5265eb7c99/10a345de-527e-41e6-becf-4999ca1cd700.rna_seq.augmented_star_gene_counts.tsv	7c600449b2a53a98cc05eb141da4eb86	4241089	validated
9b40abee-91d8-4f74-83c7-720f408b1f76	9b40abee-91d8-4f74-83c7-720f408b1f76/aa5bb7ab-a680-4d30-b58e-ed2c8a4cff50.rna_seq.augmented_star_gene_counts.tsv	9a6d973ba1320b81f10653dddf517766	4243028	validated
a6749535-84fb-48fe-9e3a-ab8f34b5f1b7	a6749535-84fb-48fe-9e3a-ab8f34b5f1b7/e6e04d6e-c9bd-4a2c-aa97-a6f96e80f7c5.rna_seq.augmented_star_gene_counts.tsv	2523f2e427f5ba327c0c2224dde6993a	4243132	validated
ac56741a-daa1-409e-836d-631b99fe2d69	ac56741a-daa1-409e-836d-631b99fe2d69/f81292b4-23cb-4ea1-a83b-27e84a2cafd5.rna_seq.augmented_star_gene_counts.tsv	97d46b3705234c7daf7a691f28c1cd3f	4240178	validated
ac66365d-531f-4e36-8ceb-63da59bef304	ac66365d-531f-4e36-8ceb-63da59bef304/4dfdbbfc-cebd-4354-b04f-898f37bf38ac.rna_seq.augmented_star_gene_counts.tsv	ad7188d872db1a4e65df1ede11adcf6f	4227754	validated
ad30d409-9b81-469f-8447-99a50dfcd1de	ad30d409-9b81-469f-8447-99a50dfcd1de/2216e9dc-c605-411c-9faa-dfe327bfd930.rna_seq.augmented_star_gene_counts.tsv	bfc9d1fab1bfad8b587df9f0cb328f85	4257174	validated
ad91b502-e65b-406d-a04d-ca2fbaa09fd8	ad91b502-e65b-406d-a04d-ca2fbaa09fd8/33911047-6267-4f37-ad71-268b89354e99.rna_seq.augmented_star_gene_counts.tsv	43901bdbe4004ceb29a323b85212e810	4216716	validated
