"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019731","antibacterial humoral response","23/453","45/5063",0.511111111111111,5.71248467010056,9.95292170201308,2.90574585161859e-13,6.15292395992932e-10,5.56195399865163e-10,"SLPI/DEFA5/SEMG2/DEFA6/SEMG1/NPY/IGHG4/WFDC2/IGHG1/IGHG2/IGHM/IGHG3/IGKV3-20/IGHA1/MMP7/LTF/IGHA2/PGC/SPON2/JCHAIN/HLA-A/H2BC4/APP",23
"GO:0019730","antimicrobial humoral response","30/453","76/5063",0.394736842105263,4.41181596375044,9.39360767059386,3.75407197067073e-13,6.15292395992932e-10,5.56195399865163e-10,"SLPI/DEFA5/SEMG2/DEFA6/SEMG1/NPY/IGHG4/WFDC2/IGHG1/IGHG2/IGHM/IGHG3/IGKV3-20/CCL19/CXCL14/IGHA1/MMP7/LTF/IGHA2/PGC/SPON2/LYZ/JCHAIN/S100A9/HLA-A/CCL2/LGALS3/RARRES2/H2BC4/APP",30
"GO:0006959","humoral immune response","36/453","113/5063",0.31858407079646,3.56068686631894,8.62884772543853,3.04130273262513e-12,3.32313011918173e-09,3.00395340082096e-09,"SLPI/DEFA5/SEMG2/DEFA6/SEMG1/NPY/IGHG4/WFDC2/IGHG1/IGHG2/IGHM/IGHG3/IGKV3-20/CCL19/CFD/CXCL14/IGHA1/MMP7/LTF/IGHA2/PGC/SPON2/CLU/LYZ/ST6GAL1/JCHAIN/S100A9/HLA-A/CCL2/LGALS3/RARRES2/H2BC4/HLA-DRB1/C1S/C3/APP",36
"GO:0002250","adaptive immune response","53/453","241/5063",0.219917012448133,2.4579245784214,7.26925132959569,2.21378610212786e-10,1.81419771069378e-07,1.63994944144472e-07,"IGKV1-17/IGHV3-20/IGHV4-34/IGHG4/IGHV3-43/IGLV3-19/IGLV3-21/IGHV1-3/IGHV3-15/IGHV5-51/TRGV9/IGKV4-1/IGLV1-44/IGLV1-40/IGHG1/IGHG2/IGKC/IGHV4-39/IGHV4-59/IGKV1-5/IGHM/IGKV3-15/IGHG3/IGLV3-25/IGKV3-20/CCL19/IGLV2-14/IGHV3-23/IGLV6-57/IGLC3/IGLV2-11/IGHV3-30/IGHV3-21/IGLC2/IGHV3-7/IGHA1/IGHA2/CLU/JCHAIN/IGLV2-23/IGHV1-18/IGLV1-47/TRGC2/HLA-A/SOCS3/HLA-DRB1/LGALS1/JUNB/C1S/C3/HLA-DRB5/RAP1GAP/TRGC1",53
"GO:0097435","supramolecular fiber organization","67/453","360/5063",0.186111111111111,2.08008952661271,6.66474019758432,1.71775983740132e-09,1.12616334940031e-06,1.01799872469152e-06,"AQP2/NEFH/COL2A1/KRT13/COMP/MYH7/TNNT1/ACTA1/TCAP/KRT14/MYL2/MYH3/ACTC1/COL1A1/APOE/CDC42EP5/TAGLN2/FURIN/SHROOM1/KRT15/KRT19/CLU/TPM2/KRT8/CRYAB/FLNC/MYL9/KRT17/DES/CNN1/SYNPO2/MYBPC1/KRT5/TMEFF2/PKP1/MYO6/CYP1B1/RHOU/HSPA1B/MYH11/PGM5/LMOD1/FLNA/HSPA1A/DPYSL3/SFRP2/CSRP1/LCP1/FMOD/CALD1/TPM1/TLN1/CNN3/LUM/COL3A1/COL1A2/SDC4/TMSB10/COL6A1/AEBP1/EMILIN1/MFAP4/LTBP4/APP/GSN/CCN2/TMSB15A",67
"GO:0042742","defense response to bacterium","31/453","116/5063",0.267241379310345,2.98685011798736,6.78551562100919,1.29327749696339e-08,7.06560605840996e-06,6.3869757086876e-06,"SLPI/DEFA5/SEMG2/DEFA6/SEMG1/NPY/PLA2G2A/IGHG4/CHGA/WFDC2/ISG15/IGHG1/IGHG2/IGHM/IGHG3/IGKV3-20/IGHA1/MMP7/LCN2/LTF/IGHA2/PGC/SPON2/LYZ/JCHAIN/S100A9/HLA-A/RARRES2/H2BC4/EMILIN1/APP",31
"GO:0016064","immunoglobulin mediated immune response","26/453","89/5063",0.292134831460674,3.26507428628122,6.75747225840407,2.72498588233314e-08,1.116562965286e-05,1.00932042878523e-05,"IGHV3-20/IGHV4-34/IGHG4/IGHV3-43/IGHV1-3/IGHV3-15/IGHV5-51/IGHG1/IGHG2/IGKC/IGHV4-39/IGHV4-59/IGHM/IGHG3/IGHV3-23/IGLC3/IGHV3-30/IGHV3-21/IGLC2/IGHV3-7/IGHA1/IGHA2/CLU/IGHV1-18/C1S/C3",26
"GO:0019724","B cell mediated immunity","26/453","89/5063",0.292134831460674,3.26507428628122,6.75747225840407,2.72498588233314e-08,1.116562965286e-05,1.00932042878523e-05,"IGHV3-20/IGHV4-34/IGHG4/IGHV3-43/IGHV1-3/IGHV3-15/IGHV5-51/IGHG1/IGHG2/IGKC/IGHV4-39/IGHV4-59/IGHM/IGHG3/IGHV3-23/IGLC3/IGHV3-30/IGHV3-21/IGLC2/IGHV3-7/IGHA1/IGHA2/CLU/IGHV1-18/C1S/C3",26
"GO:0009617","response to bacterium","52/453","277/5063",0.187725631768953,2.09813437890995,5.89208134740258,1.05548025919527e-07,3.8442936551579e-05,3.47506073641485e-05,"SLPI/DEFA5/SEMG2/C15orf48/DEFA6/SEMG1/REG4/SCGB1A1/NPY/PLA2G2A/IGHG4/CHGA/WFDC2/ISG15/CA3/IGHG1/IGHG2/IGHM/IGHG3/IGKV3-20/CFD/HPGD/IGHA1/MMP7/LCN2/LTF/IGHA2/HMGCS2/PGC/SPON2/LYZ/PTGS2/JCHAIN/CAV1/S100A9/CDK19/NR4A1/FOS/HLA-A/CCL2/CD24/RARRES2/H2BC4/MAOB/HLA-DRB1/ASS1/ZFP36/GSTP1/COL6A1/EMILIN1/C3/APP",52
"GO:0030239","myofibril assembly","17/453","48/5063",0.354166666666667,3.95837932303164,6.45503672028903,3.4851000079796e-07,0.000114241578261571,0.000103269016025922,"MYH7/TNNT1/ACTA1/TCAP/MYL2/MYH3/ACTC1/KRT19/KRT8/FLNC/MYL9/MYBPC1/MYH11/PGM5/LMOD1/CSRP1/TPM1",17
